type,module,path,symbol,message,message-id
error,detection,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/metrics/detection.py,import-error,Unable to import 'supervision.detection.core',E0401
error,detection,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/metrics/detection.py,import-error,Unable to import 'supervision.detection.utils',E0401
refactor,detection,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/metrics/detection.py,too-many-arguments,Too many arguments (6/5),R0913
convention,detection,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/metrics/detection.py,missing-function-docstring,Missing function or method docstring,C0116
refactor,detection,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/metrics/detection.py,too-many-arguments,Too many arguments (6/5),R0913
refactor,detection,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/metrics/detection.py,too-many-locals,Too many local variables (23/15),R0914
refactor,detection,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/metrics/detection.py,too-many-arguments,Too many arguments (6/5),R0913
refactor,detection,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/metrics/detection.py,too-many-locals,Too many local variables (21/15),R0914
convention,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,missing-module-docstring,Missing module docstring,C0114
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.classification.core',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'classification' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.dataset.core',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'dataset' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.detection.annotate',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'detection' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.detection.core',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'detection' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.detection.line_counter',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'detection' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.detection.tools.polygon_zone',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'detection' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.detection.utils',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'detection' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.draw.color',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'draw' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.draw.utils',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'draw' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.geometry.core',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'geometry' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.geometry.utils',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'geometry' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.utils.file',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'utils' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.utils.image',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'utils' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.utils.notebook',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'utils' in module 'supervision',E0611
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,import-error,Unable to import 'supervision.utils.video',E0401
error,supervision,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/roboflow_supervision_PR_177_commit_tree/supervision/__init__.py,no-name-in-module,No name 'utils' in module 'supervision',E0611
convention,cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/cache.py,line-too-long,Line too long (118/100),C0301
convention,cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/cache.py,line-too-long,Line too long (113/100),C0301
convention,cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/cache.py,line-too-long,Line too long (117/100),C0301
convention,cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/cache.py,missing-module-docstring,Missing module docstring,C0114
error,cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/cache.py,import-error,Unable to import 'langchain.cache',E0401
error,cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/cache.py,import-error,Unable to import 'langchain.schema',E0401
convention,search_tool_with_cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/search_tool_with_cache.py,missing-module-docstring,Missing module docstring,C0114
error,search_tool_with_cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/search_tool_with_cache.py,import-error,Unable to import 'spark_llm.cache',E0401
convention,search_tool_with_cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/search_tool_with_cache.py,missing-class-docstring,Missing class docstring,C0115
convention,search_tool_with_cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/search_tool_with_cache.py,missing-function-docstring,Missing function or method docstring,C0116
refactor,search_tool_with_cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/search_tool_with_cache.py,too-few-public-methods,Too few public methods (1/2),R0903
convention,prompt,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/prompt.py,trailing-whitespace,Trailing whitespace,C0303
convention,prompt,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/prompt.py,line-too-long,Line too long (117/100),C0301
convention,prompt,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/prompt.py,missing-module-docstring,Missing module docstring,C0114
error,prompt,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/prompt.py,import-error,Unable to import 'langchain',E0401
error,prompt,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/prompt.py,import-error,Unable to import 'langchain.prompts.prompt',E0401
convention,prompt,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/prompt.py,invalid-name,"Constant name ""_plan1"" doesn't conform to UPPER_CASE naming style",C0103
convention,prompt,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/prompt.py,invalid-name,"Constant name ""_explain1"" doesn't conform to UPPER_CASE naming style",C0103
convention,prompt,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/prompt.py,invalid-name,"Constant name ""_example_formatter"" doesn't conform to UPPER_CASE naming style",C0103
convention,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,line-too-long,Line too long (108/100),C0301
convention,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,line-too-long,Line too long (138/100),C0301
convention,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,line-too-long,Line too long (120/100),C0301
convention,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,line-too-long,Line too long (130/100),C0301
convention,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,line-too-long,Line too long (106/100),C0301
convention,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,line-too-long,Line too long (120/100),C0301
convention,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,line-too-long,Line too long (107/100),C0301
convention,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,missing-module-docstring,Missing module docstring,C0114
error,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,import-error,Unable to import 'langchain',E0401
error,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,import-error,Unable to import 'langchain.base_language',E0401
error,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,import-error,Unable to import 'pyspark.sql',E0401
error,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,import-error,Unable to import 'spark_llm.cache',E0401
error,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,import-error,Unable to import 'spark_llm.llm_chain_with_cache',E0401
error,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,import-error,Unable to import 'spark_llm.prompt',E0401
error,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,import-error,Unable to import 'spark_llm.search_tool_with_cache',E0401
convention,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,missing-class-docstring,Missing class docstring,C0115
refactor,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,too-many-instance-attributes,Too many instance attributes (12/7),R0902
refactor,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,too-many-arguments,Too many arguments (8/5),R0913
refactor,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
convention,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,missing-function-docstring,Missing function or method docstring,C0116
warning,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,protected-access,Access to a protected member _jdf of a client class,W0212
warning,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,broad-exception-caught,Catching too general exception Exception,W0718
warning,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,missing-timeout,Missing timeout argument for method 'requests.get' can cause your program to hang indefinitely,W3101
refactor,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,inconsistent-return-statements,"Either all return statements in a function should return an expression, or none of them should.",R1710
refactor,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
convention,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,missing-function-docstring,Missing function or method docstring,C0116
warning,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,exec-used,Use of exec,W0122
error,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,no-member,Instance of 'SparkLLMAssistant' has no '_verify_chain' member,E1101
warning,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,exec-used,Use of exec,W0122
warning,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,unnecessary-lambda,Lambda may not be necessary,W0108
warning,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,unnecessary-lambda,Lambda may not be necessary,W0108
warning,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,unnecessary-lambda,Lambda may not be necessary,W0108
warning,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,unnecessary-lambda,Lambda may not be necessary,W0108
warning,spark_llm_assistant,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/spark_llm_assistant.py,unused-import,Unused VERIFY_PROMPT imported from spark_llm.prompt,W0611
convention,llm_chain_with_cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/llm_chain_with_cache.py,missing-module-docstring,Missing module docstring,C0114
error,llm_chain_with_cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/llm_chain_with_cache.py,import-error,Unable to import 'langchain',E0401
error,llm_chain_with_cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/llm_chain_with_cache.py,import-error,Unable to import 'langchain.callbacks.manager',E0401
error,llm_chain_with_cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/llm_chain_with_cache.py,import-error,Unable to import 'spark_llm.cache',E0401
convention,llm_chain_with_cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/llm_chain_with_cache.py,missing-class-docstring,Missing class docstring,C0115
convention,llm_chain_with_cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/llm_chain_with_cache.py,missing-function-docstring,Missing function or method docstring,C0116
refactor,llm_chain_with_cache,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/databrickslabs_pyspark-ai_PR_1_commit_tree/spark_llm/llm_chain_with_cache.py,too-few-public-methods,Too few public methods (1/2),R0903
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,line-too-long,Line too long (116/100),C0301
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,line-too-long,Line too long (166/100),C0301
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,trailing-whitespace,Trailing whitespace,C0303
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,trailing-whitespace,Trailing whitespace,C0303
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,line-too-long,Line too long (102/100),C0301
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,line-too-long,Line too long (103/100),C0301
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,trailing-whitespace,Trailing whitespace,C0303
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,line-too-long,Line too long (102/100),C0301
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,trailing-whitespace,Trailing whitespace,C0303
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,trailing-whitespace,Trailing whitespace,C0303
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,trailing-whitespace,Trailing whitespace,C0303
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,trailing-whitespace,Trailing whitespace,C0303
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,trailing-whitespace,Trailing whitespace,C0303
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,missing-final-newline,Final newline missing,C0304
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,missing-module-docstring,Missing module docstring,C0114
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,invalid-name,"Module name ""GPTTranslator"" doesn't conform to snake_case naming style",C0103
refactor,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,too-many-arguments,Too many arguments (8/5),R0913
refactor,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
refactor,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,consider-using-generator,Consider using a generator instead 'sum(self._compute_translation_tokens_in_block(block) for block in blocks if not block.startswith('%'))',R1728
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,missing-function-docstring,Missing function or method docstring,C0116
refactor,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
convention,GPTTranslator,/Users/jiahao/Desktop/Code/DevGPT-Study/results/RQ2_Commit_Tree/aemartinez_gpt-latex-translator_PR_2_commit_tree/gptlatextranslator/GPTTranslator.py,singleton-comparison,Comparison 'chunk != None' should be 'chunk is not None',C0121
